页码,汉字,拼音,Unnamed: 3,其他读法,标记,后续汉字,IPA识别
233,白木先生,baq1moq5shien55san52,,san1;seon1,,背后对教师的贬称,baʔmoʔiẽsaŋyl
233,学生,yoeq1san52,,yoeq8;ghoq8;ghoq8;yoq8san1;seon1,,子学生徒弟学徒,ɦoʔsaŋtsllʔ
233,读书人,doeq1shiu55zeen52,,doq8gnin2,,学生知识分子,idoʔiɕyȵiŋlʔllf
233,文盲,veen11ban52,,man2;man2;man2;maon2;maon2;maon4,,,ivẽmɒŋ
233,亮眼瞎,lian11ngaen11haeq1,,,,,lllliaŋŋæ̃hʔ
233,兵,pin52,,,,,piŋ
233,警察,cin335tshaeq54,,,,,tiŋtsʰʔ
233,医生,i33san52,,san1;seon1,,,tisaŋ
233,郎中,laon11tson52,,tson5;tson5,,指中医,lllɒŋtsoŋll
233,走方郎中,tseu335faon55laon55tson52,,tson5;tson5,,江湖医生,lltsɤfŋlɒŋtsoŋilil
233,护士,wu115zy52,,wu6,,,tʰlɦullz
233,看护,kheen33wu33,,wu6,,,kʰɦu
233,吃食户,keq3zeoq5wu52,,keq7;chiq7,,,ltiʔzəʔɦu
233,美食家,me115zeoq5cia52,,ke1;ko1;ko1;ko1;cio1,,,
233,演员,yen115yoen52,,yoen2;yoen6,,,iiiɦiẽɦiø̃
233,戏子,shi33tsy33,,tsy3;tseq7,,,ɕitsf
233,旧称,jieu11tsheon11,,tsheon5,,,
233,和尚,wu11zaon55,,wu2;wu6;wu6;gho2;gho6;gho6;gho6;gho6zaon4;zaon6,,,ɦoz
233,道士,da115zy52,,da4;dau4,,,ildɒlz
233,尼姑,gni11ku52,,,,,ŋiʔku
233,尼姑婆,gni11ku55bo52,,mo2,,,lȵikubo
233,师姑,sy33ku52,,,,,isku
233,师太,sy33tha55,,,,对尼姑的尊称,stʰalff
233,巫婆,wu11bo52,,mo2,,,ɦubo
233,斗篮,teu335laen52,,teu5,,,
233,破话作头,pha33wo33tseq3deu33,,phā5;pho5tsog7;tsoq7;tsoq7,,老在背后说人坏话的人,ifpʰaɦuotsoʔdiil
233,乌青档头,u33chin55taon55deu52,,taon3;taon5,,指整日闲逛无所事事的人主要指青,tutiŋtɒŋdɤlltltl
234,第七章,di11chiq1tsaon11,,,,,
234,年人,gnien11zeen52,,gnin2,,,
234,戳落丫头,tshoq3loq5ia55deu52,,o1;ie1;to;to!,,比喻饱受欺压动得咎的人,zoloʔoilttl
234,出头橡子,tsheq3deu55jian55tsy52,,tsheq7;tsheq7tsy3;tseq7,,比喻带头处事承受祸的人,ltsʰʔddzẽtslkk
234,阿兴阿旺,o33shin55o55waon52,,to;lbashin5to;lba,,比喻两个行为遭遇都相似人,lʔɕiŋʔɦuɒŋllllitl
234,双肌中,saon33ci55tson52,,tson5;tson5,,比喻嗓门大的人,ʑlsɒŋtɕitsoŋlll
234,百搭,paq3taeq5,,,,指什么人都要搭理什么事都想参与的人,paʔtʔff
234,善女人,zeen115gniu55zeen52,,zeen4;zoen4gniu4;no4gnin2,,信女,tzẽŋyȵiŋ
234,花脸,huo33lien55,,,,原指戏剧中的丑角比喻言行举止使人发笑的人,holilillftll
234,队伙,de11hu11,,hu3;hu3,,伴儿,kfkdhul
234,淘伴,dau11boen55,,ucu2;dau2;gnepboen4;boen6,,,dɒbøl
234,替身,thi33seen33,,seen1;shin1,,,ltʰis
234,文场,veen11dzan52,,,,,tvdzaŋt
234,武场,wu115dzan52,,,,,tɦdzaŋlikft
234,爹爹,tia33tia52,,,,父亲,
234,阿伯,o33paq5,,to;lba,,面称,tʔpaʔl
234,爹,tia52,,,,背称,
234,姆妈,mu115mha52,,mu4;mh5mha1;mho1,,母亲,mli
234,娘,gnian231,,,,,lȵiaŋ
234,晚爹,maen115tia52,,maen4;vaen4,,背称当面按父亲条称呼,
234,晚爹叔,maen115tia55shioeq54,,maen4;vaen4soq7;soq7;shioq7;shioq7,,背称贬称,mæ̃tiaioʔl
234,晚娘,maen115gnian52,,maen4;vaen4,,后妈背称,mæ̃lȵiaŋli
234,姨娘,yi11gnian52,,yi2;gnh5,,面称,lȵiaŋlllfl
234,爷爷,ya11ya52,,,,祖父,ɦiaɦial
234,娘娘,gnian11gnian52,,,,祖母,llȵiaŋȵiaŋflll
234,姑婆,ku33bo52,,mo2,,祖父的姊妹,kubol
234,姑丈,ku33dzan55,,,,,kudzaŋlllkk
234,姑爷爷,ku33ya55ya52,,,,,lkfialɦia
234,姨婆,yi11bo52,,yi2;gnh5mo2,,,ibok
234,祖母的姊妹,tsu335mu55tiq5tsy55mhe52,,mu4;ng4tsy3;ci3mhe5;me6,,,
235,姨公,yi11kuon52,,yi2;gnh5,,祖母的姊妹夫,tɦikuoŋllk
235,舅公,jieu115kuon52,,,,祖母兄弟,dʑiɤkuoŋll
235,舅婆,jieu115bo52,,mo2,,祖母的嫂子或弟妹,dʑiɤbotfk
235,太爷爷,tha33ya33ya33,,,,曾祖父,tʰaɦiaɦiall
235,太娘娘,tha33gnian33gnian33,,,,曾祖母,ktltʰaȵiaŋȵiaŋlll
235,太公,tha33kuon33,,,,曾叔伯祖父,ktʰakuoŋl
235,太婆,tha33bo33,,mo2,,,tʰaboy
235,曾叔伯祖母,tseon33shioeq5paq5tsu55mu52,,tseon1;dzeon2soq7;soq7;shioq7;shioq7mu4;ng4,,,
235,阿哥,o33ko52,,to;lba,,,uʔko
235,哥哥,ko33ko52,,,,面称或按排行在哥前加大二,kokotiilk
235,小,shiau335,,,,等称呼,ll
235,阿嫂,o33sau55,,to;lba,,背称,tʔsɒ
235,嫂嫂,sau335sau52,,,,,sspyiil
235,面称,mien115tsheon52,,mien4;mien6;mien6;mien6tsheon5,,或按排行在嫂前加大二,
235,小,shiau335,,,,等称呼,ll
235,阿弟,o33di55,,to;lba,,背称,ʔdi
235,弟弟,di115di52,,,,,diidiŋiŋulli
235,面称,mien115tsheon52,,mien4;mien6;mien6;mien6tsheon5,,或叫名字第二读音为昵称,
235,弟新妇,di115shin55vu52,,,,弟弟的妻背称当面按妹妹条称呼,diiŋɦuʑkkk
235,阿姐,o33cia55,,to;lba,,背称姐训读字本字为姊广韵将,ʔtoiii
235,几切,ci33chiq5,,ci3;ct1;ci3;5;ci5;ci5,,,l
235,姐姐,cia335cia52,,,,,taitifyk
235,面称,mien115tsheon52,,mien4;mien6;mien6;mien6tsheon5,,或按排行在姐前加大二,
235,小,shiau335,,,,等称呼姐训读字本字为姊广韵将几切,ll
235,大妖,da11iau11,,do6,,幼年弟妹所用的面称,
235,阿妹,o33mhe55,,to;lbamhe5;me6,,背称,tʔmf
235,妹妹,mhe33mhe33,,mhe5;me6mhe5;me6,,面称或叫名字,tkmmlkmmlfll
235,儿子,gni11tsy55,,12;ghi2;i2tsy3;tseq7,,背称当面叫名字,ʔȵitsnitsʔkfll
235,老头儿子,lau115deu55gni55tsy52,,lau4;lau612;ghi2;i2tsy3;tseq7,,老年时所儿,ldɤȵitsʔlɒdɤlnitsʔflfll
235,囡,noen231,,,,女儿背称鼻化成分是儿化韵的残余,ŋt
235,阿因,o33in52,,to;lba,,面称或叫名字因的鼻化成分是儿化韵的,tʔŋtflll
235,残余,dzaen11yu52,,yu2;yu2,,,
236,孙子,seen33tsy55,,seen1;soen1tsy3;tseq7,,,sẽts
236,孙新妇,seen33shin55vu52,,seen1;soen1,,孙媳妇,ffsɕiŋɦut
236,女孙,gniu115seen52,,gniu4;no4seen1;soen1,,孙儿,nsẽ
236,孙因,seen33in52,,seen1;soen1,,,snø̃ffllf
236,孙女婿,seen33gniu55shi52,,seen1;soen1gniu4;no4,,,sẽȵyɕis
236,重孙子,dzon11seen55tsy52,,dzon4;dzon4seen1;soen1tsy3;tseq7,,,dzoŋsẽts
236,重孙囡,dzon11seen55noen52,,dzon4;dzon4seen1;soen1,,,
236,重孙女儿,dzon11seen55gniu55gni52,,dzon4;dzon4seen1;soen1gniu4;no412;ghi2;i2,,囡的鼻化成分是儿化韵的,
236,残余,dzaen11yu52,,yu2;yu2,,,
236,爱人,e33zeen33,,gnin2,,丈夫或妻子背称,ŋiŋ
236,老公,lau115kuon52,,lau4;lau6,,丈夫背称当面叫某某赖爹,lɒkuoŋyflllmmɤ
236,当家人,taon33cia55zeen52,,taon1;taon5ke1;ko1;ko1;ko1;cio1gnin2,,背称,tɒŋkoȵiŋ
236,老嬷,lau115mo52,,lau4;lau6,,妻子背称当面叫某某赖娘,lɒmollmɤmɤla
236,屋里头,uoq3li55deu52,,li4;114;li4,,背称,kʑulid
236,老太公,lau115tha55kuon52,,lau4;lau6,,指老年的丈夫背称,klɒltʰakuoŋk
236,老太婆,lau115tha55bo52,,lau4;lau6mo2,,指老年的妻子背称,lɒtʰabtf
236,小老嬷,shiau335lau55mo52,,lau4;lau6,,妾背称,
236,阿公,o33kuon52,,to;lba,,公公背称当面按爹爹条或爷爷条,ʔkuoŋ
236,称呼,tsheon33hu52,,tsheon5,,,
236,阿婆,o33bo52,,to;lbamo2,,,iʔtttlttf
236,婆婆,bo11bo52,,mo2mo2,,背称当面按姆妈条或娘娘条称呼,
236,新妇,shin33vu55,,,,儿媳妇背称,ɕiŋɦuf
236,某某赖娘,mu115mu55la55gnian52,,mu4;meu4mu4;meu4,,,kmmɤlaȵiaŋftll
236,面称,mien115tsheon52,,mien4;mien6;mien6;mien6tsheon5,,或叫名字,
236,新妇大娘,shin33vu55da55gnian52,,do6,,对儿媳妇的爱称当面也叫名字,ftttɕiŋsɦudoiaŋttz
236,大娘,da11gnian11,,do6,,,doȵiaŋ
236,养新妇,yan115shin55vu52,,,,,ɦiaŋɕiŋɦutltlll
236,童养媳,don11yan55shiq54,,,,背称当面叫名字,
236,养新妇头,yan115shin55vu55deu52,,,,对童养媳的贬称,lɦiaŋɕiŋɦudɤkf
236,养亲,yan115chin52,,,,,ɦiaŋltɕʰiŋbæ̃
237,和,wu231,,wu2;wu6;wu6;gho2;gho6;gho6;gho6;gho6,,,
237,和和,wu11wu52,,wu2;wu6;wu6;gho2;gho6;gho6;gho6;gho6wu2;wu6;wu6;gho2;gho6;gho6;gho6;gho6,,,
237,和,wu231,,wu2;wu6;wu6;gho2;gho6;gho6;gho6;gho6,,,
237,阿叔,o33shioeq5,,to;lbasoq7;soq7;shioq7;shioq7,,背称,pʔsoʔ
237,婶婶,seen335seen52,,,,背称当面按伯嬷条称呼,isẽsẽil
237,婶娘,seen335gnian52,,,,,
237,姑夫,ku33fu52,,,,,kufu
237,姑爹,ku33tia52,,,,,ktia
237,姑娘,ku33gnian52,,,,姑妈,lkuniaŋ
237,姑嬷,ku33mo52,,,,,
237,堂阿哥,daon11o55ko52,,to;lba,,背称当面按哥哥条称呼,dɒŋʔkotəl
237,堂阿嫂,daon11o55sau52,,to;lba,,背称当面按嫂嫂条称呼,ktdɒŋʔsɒtfl
237,堂阿弟,daon11o55di52,,to;lba,,,dɒŋʔdiftlf
237,背称,pe33tsheon52,,pe1;pe5;pe5;be6;be6;be6tsheon5,,当面按弟弟条称呼,
237,堂阿姐,daon11o55cia52,,to;lba,,背称当按姐姐条称呼姐训,ltdɒŋʔtiftlkft
237,读字,doeq1zy55,,doq8,,本字为姊广韵将几切,ʔll
237,堂阿妹,daon11o55mhe52,,to;lbamhe5;me6,,背称当面按妹妹条称呼,kldɒŋʔmf
237,阿侄,o33dzeq5,,to;lba,,侄子背称当面叫名字,ʔzʔsll
237,侄因,dzeq1in52,,,,侄女儿背称当面叫名字因的鼻化成分,ʔfflltf
237,丈人,dzan115zeen52,,gnin2,,,dzaŋlŋiŋsfltff
237,背称,pe33tsheon52,,pe1;pe5;pe5;be6;be6;be6tsheon5,,当面按爹爹条称呼,
237,撩勿着,ihiau33veq5tsaq54,,liau2;liau6;liau6dzaq8;dzaq8,,对丈人的谑称背称,tliɒvʔdzaʔkf
237,站,dzaen113,,,,五娘丈母娘背称当面按姆妈条称,
237,呼,hu52,,,,站五丈母的音变,fftl
237,站,dzaen113,,,,姆娘站姆母的音变,
237,姑爷,ku33ya52,,,,女婿背称当面叫名字,kuɦial
238,第七章,di11chiq1tsaon11,,,,,
238,名字,min11zy55,,,,,ʔ
238,垫脚女婿,dien11ciaq1gniu11shi11,,gniu4;no4,,女儿再嫁的丈夫背称当面叫名字,tɡẽtiaʔyilksttŋ
238,进舍女婿,cin33se33gniu33shi33,,se3;se5;se5;so3;5o3;so5gniu4;no4,,赘婿背称当面叫名字,tɕiŋsoyɕifl
238,入赘女婿,zeq1tse55gniu55shi52,,zhiq8gniu4;no4,,,zʔtsnyɕi
238,姐夫,cia335fu52,,,,背称当面叫名字姐训读字本字为姊,lktɕifulii
238,姐丈,cia335dzan52,,,,,tizaŋi
238,切,chiq45,,,,,l
238,妹夫,mhe33fu33,,mhe5;me6,,背称当面叫名字,mfufflll
238,妹丈,mhe33dzan33,,mhe5;me6,,,kmdzaŋ
238,大伯,da11paq1,,do6,,大伯子面称也按哥哥条称呼,dopaʔdopaŋkf
238,第二读音中,di11gni11doeq1in11tson11,,16;ghi6;i6doq8tson5;tson5,,伯有尾是儿化韵的残余,iŋ
238,阿叔,o33shioeq5,,to;lbasoq7;soq7;shioq7;shioq7,,小叔子背称,yʔsoŋlkfttfltŋ
238,小叔,shiau335shioeq54,,soq7;soq7;shioq7;shioq7,,第二读音中叔有尾是儿,liɒsoʔɕiɒsoŋŋl
238,化韵的残余,huo33yoen33tiq3dzaen33yu33,,yu2;yu2,,,
238,阿叔,o33shioeq5,,to;lbasoq7;soq7;shioq7;shioq7,,小叔子面称也按弟弟条称呼叔有,yʔsoŋlkfttfltŋ
238,尾,mi113,,mi4;vi4,,是儿化韵的残余,
238,叔叔,shioeq3shioeq5,,soq7;soq7;shioq7;shioq7soq7;soq7;shioq7;shioq7,,叔有尾是儿化韵的残余,soŋsoŋŋy
238,姑娘,ku33gnian52,,,,大姑子或小姑子背称当面按姐姐妹,kuiaŋlflttt
238,妹,mhe33,,mhe5;me6,,条称呼,ɤtl
238,姑姑,ku33ku52,,,,,llkuku
238,男佬,ne11lau55,,ne2;neen2;neen2;noen2,,大舅子背称当面按哥哥条称呼,
238,老婆舅,lau115bo55jieu52,,lau4;lau6mo2,,,lɒboidʑi
238,郎舅,laon11jieu55,,,,,llɒŋdʑiɤ
238,小舅佬,shiau335jieu55lau52,,,,小男子背称当面按弟弟条称呼,ɕiɒdʑiɤlllɒlftll
238,小郎舅,shiau335laon55jieu52,,,,,vɕiɒlɒŋdʑi
238,姨嬷,yi11mo52,,yi2;gnh5,,大姨子或小姨子背称当面按姐姐妹妹,ɦimoktttt
238,条称呼,tiau33tsheon55hu52,,trau1;diau2tsheon5,,,
238,外公,nga11kuon11,,nga6;wa6,,,ŋakuoŋ
239,外婆,nga11bo11,,nga6;wa6mo2,,,ŋaboʔ
239,舅舅,jieu115jieu52,,,,,
239,娘舅,gnian11jieu55,,,,背称,tliaŋzi
239,五,wu113,,ng4,,,
239,舅母,jieu115mu52,,mu4;ng4,,五母的音变,
239,姨娘,yi11gnian52,,yi2;gnh5,,母亲的姐妹,ŋȵiaŋllk
239,姨夫,yi11fu52,,yi2;gnh5,,母亲的姐妹夫,iɦifullk
239,表阿哥,piau335o55ko52,,piau3;piau3to;lba,,背称当面按哥哥条称呼,piɒʔkofffl
239,表阿嫂,piau335o55sau52,,piau3;piau3to;lba,,背称当面按姐姐条称呼,llpiɒʔsɒfllllf
239,表阿弟,piau335o55di52,,piau3;piau3to;lba,,,piɒʔdikf
239,背称,pe33tsheon52,,pe1;pe5;pe5;be6;be6;be6tsheon5,,当面按弟弟条称呼,f
239,表阿姐,piau335o55cia52,,piau3;piau3to;lba,,,tpiɒʔtiskllk
239,背称,pe33tsheon52,,pe1;pe5;pe5;be6;be6;be6tsheon5,,当面按姐姐条称呼姐训,f
239,读字,doeq1zy55,,doq8,,本字为姊广韵将几切,iəlk
239,表阿妹,piau335o55mhe52,,piau3;piau3to;lbamhe5;me6,,背称当面按妹妹条称呼,ʑkpiɒʔmkkl
239,外甥,nga11san11,,nga6;wa6san1;seon1,,外甥外孙背称当面叫名字,ktlŋasaŋnlftlll
239,外甥新妇,nga11san11shin11vu11,,nga6;wa6san1;seon1,,外甥媳妇外孙媳妇背,kflŋasaŋɕiŋɦullʔlll
239,称,tsheon52,,tsheon5,,当面叫名字,fllʔ
239,外甥因,nga11san11in11,,nga6;wa6san1;seon1,,,
239,名字,min11zy55,,,,因的鼻化成分是儿化韵的残余,
239,外甥女婿,nga11san11gniu11shi11,,nga6;wa6san1;seon1gniu4;no4,,,fŋasaŋnyɕiltf
239,当面叫名字,taon33mien55ciau55min55zy52,,taon1;taon5mien4;mien6;mien6;mien6,,,tll
239,重外甥,dzon11nga55san52,,dzon4;dzon4nga6;wa6san1;seon1,,,tfdzoŋŋasaŋlizʔ
239,重外甥因,dzon11nga55san55in52,,dzon4;dzon4nga6;wa6san1;seon1,,,ttdzoŋŋasaŋlikʔ
239,背称,pe33tsheon52,,pe1;pe5;pe5;be6;be6;be6tsheon5,,因的鼻化成分是儿化韵的残余,f
239,爹娘,tia33gnian52,,,,父母,tianiaŋ
239,爹娘大人,tia33gnian55da55zeen52,,do6gnin2,,,ttiaȵiaŋdoŋiŋ
239,爹和儿子,tia33wu55gni55tsy52,,wu2;wu6;wu6;gho2;gho6;gho6;gho6;gho612;ghi2;i2tsy3;tseq7,,,ftiaɦuȵitstff
239,母子,mu115tsy52,,mu4;ng4tsy3;tseq7,,,tfmuts
239,娘因,gnian11in52,,,,,
239,母女,mu115gniu52,,mu4;ng4gniu4;no4,,因的鼻化成分是儿化韵的残余,
239,兄弟,shion33di55,,,,家弟兄,ʔɕioŋdiko
240,第七章,di11chiq1tsaon11,,,,,
240,切,chiq45,,,,,t
240,姐妹,cia335mhe52,,mhe5;me6,,姐训读字本字为姊广韵将几切,ttiml
240,堂兄弟,daon11shion55di52,,,,家,ldɒŋɕioŋdiko
240,老唐,lau115daon52,,lau4;lau6,,,ltlɒdɒŋ
240,堂姐妹,daon11cia55mhe52,,mhe5;me6,,,tlkdɒŋtɕimltii
240,将几切,cian33ci55chiq54,,ciaf1;cian5ci3;ct1;ci3;5;ci5;ci5,,,l
240,表兄弟,piau335shion55di52,,piau3;piau3,,,klpiɒɕioŋdi
240,老表,lau115piau52,,lau4;lau6piau3;piau3,,,klɒpiɒ
240,表姐妹,piau335cia55mhe52,,piau3;piau3mhe5;me6,,,kltpiɒtimllillil
240,几切,ci33chiq5,,ci3;ct1;ci3;5;ci5;ci5,,,ll
240,儿子男女,gni11tsy55ne55gniu52,,12;ghi2;i2tsy3;tseq7ne2;neen2;neen2;noen2gniu4;no4,,,lŋitsnẽnyl
240,儿女,gni11gniu55,,12;ghi2;i2gniu4;no4,,,
240,两老嬷,lian115lau55mo52,,lau4;lau6,,夫妻俩,
240,两婆老,lian115bo55lau52,,mo2lau4;lau6,,,liaŋlbolɒl
240,两老太婆,lian115lau55tha55bo52,,lau4;lau6mo2,,指老年夫妻,kliaŋllɒtʰabol
240,叔太爷,shioeq3tha55ya52,,soq7;soq7;shioq7;shioq7,,指叔辈,tkioʔtʰaia
240,连襟,lien11cin52,,,,,iliẽtiŋ
240,叔班,shioeq3paen52,,soq7;soq7;shioq7;shioq7,,五娌班五是伯母的音变,
240,姑娘阿嫂,ku33gnian55o55sau52,,to;lba,,姑嫂,lilkuŋiaŋʔsɒ
240,亲家,chin33cia52,,ke1;ko1;ko1;ko1;cio1,,,stɕʰiŋko
240,亲家公,chin33cia55kuon52,,ke1;ko1;ko1;ko1;cio1,,,ʑtʰiŋkokuoŋ
240,亲家母,chin33cia55mu52,,ke1;ko1;ko1;ko1;cio1mu4;ng4,,,ltiŋkomu
240,亲,chin52,,,,,tɕʰiŋmo
240,亲眷,chin33cioen55,,,,家,ʑtɕʰiŋtɕiko
240,亲戚,chin33chiq5,,,,,lltɕiŋitɕʰiʔ
240,娘家,gnian11cia52,,ke1;ko1;ko1;ko1;cio1,,,ʑȵiaŋko
240,女家,gniu115cia52,,gniu4;no4ke1;ko1;ko1;ko1;cio1,,刚结婚时的称呼,ʑykottllflf
240,婆家,bo11cia52,,mo2ke1;ko1;ko1;ko1;cio1,,,boiko
240,夫家,fu33cia52,,ke1;ko1;ko1;ko1;cio1,,,fuko
240,男家,ne11cia52,,ne2;neen2;neen2;noen2ke1;ko1;ko1;ko1;cio1,,刚结婚时的称呼,nẽkoktfff
240,干爹,keen33tia52,,keen1;keen1;keen3;keen3,,,
241,继拜爹,ci33pa33tia33,,,,,
241,干娘,keen33gnian52,,keen1;keen1;keen3;keen3,,,ltkẽniaŋs
241,继拜娘,ci33pa33gnian33,,,,,kltɕipaȵiaŋ
241,继娘,ci33gnian33,,,,,kltɕiȵiaŋ
241,干儿子,keen33gni55tsy52,,keen1;keen1;keen3;keen312;ghi2;i2tsy3;tseq7,,,kẽȵitss
241,干因,keen33in52,,keen1;keen1;keen3;keen3,,,kẽst
241,干女儿,keen33gniu55gni52,,keen1;keen1;keen3;keen3gniu4;no412;ghi2;i2,,囡的鼻化成分是儿化韵的残余,
241,辈分,pe33feen33,,,,,pvẽ
241,长辈,tsan335pe52,,tsan3;dzan2,,,ktsaŋp
241,大辈,da11pe11,,do6,,,kkdop
241,大人,da11zeen11,,do6gnin2,,,doiŋ
241,平辈,bin11pe55,,,,,biŋp
241,后辈,gheu115pe52,,gheu4;gheu4;gheu4;gheu6,,,iɦɤp
241,晚辈,maen115pe52,,maen4;vaen4,,,vp
241,小辈,shiau335pe52,,,,,lɕiɒps
241,排行,ba11ghan52,,yin2;yin2;ghaon2;ghaon2,,,baɦɒŋ
241,同胞,don11pau52,,,,,doŋp
241,堂宗,daon11tson52,,,,旧指家族,iidɒŋtsoŋllll
241,朋友,ban11yeu55,,beon2;beon2,,家,llkbaŋɦiko
241,同乡,don11shian52,,,,,doŋɕiaŋ
241,同乡人,don11shian55zeen52,,gnin2,,,idoŋɕiaŋȵiŋ
241,师父,sy33vu55,,,,,lisɦus
241,徒弟,du11di55,,,,,duʔdi
241,老师,lau115sy52,,lau4;lau6,,,lɒls
241,先生,shien33san52,,san1;seon1,,,ɕissaŋ
241,学生,yoeq1san52,,yoeq8;ghoq8;ghoq8;yoq8san1;seon1,,,ɦoʔsaŋ
241,同学,don11yoeq5,,yoeq8;ghoq8;ghoq8;yoq8,,,doŋɦoʔ
241,同窗,don11tshaon52,,,,,ʔdoŋtsʰɒŋ
241,同事,don11zy55,,,,,idoŋz
242,第七章,di11chiq1tsaon11,,,,绍兴方言分类词汇中,
242,结拜兄弟,ciq3pa55shion55di52,,,,,ftiʔpaioŋdil
242,上级,zan115ciq54,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,,lkzɒŋtɕiʔ
242,上头,zan115deu52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,,lzŋdɤs
242,下级,gho115ciq54,,gho4;gho6;yo4,,,tɦotɕiʔ
242,下头,gho115deu52,,gho4;gho6;yo4,,,tɦodi
242,邻舍,lin11se55,,se3;se5;se5;so3;5o3;so5,,家,liŋsoko
242,邻舍隔壁,lin11se55kaq5piq54,,se3;se5;se5;so3;5o3;so5kaq7;kaeq7,,,lliŋsokʔpiʔ
242,隔壁邻舍,kaq3piq5lin55se52,,kaq7;kaeq7se3;se5;se5;so3;5o3;so5,,,kʔpiʔliŋso
242,人客,zeen11khaq5,,gnin2,,,niŋkʰaʔ
242,客人,khaq3zeen52,,gnin2,,,kʰaʔȵiŋ
242,彼处,pe335chiu52,,chiu5;chiu5,,,ptɕʰyfit
242,彼老三,pe335lau55saen52,,lau4;lau6,,,plɒsæ̃
242,前路,jien11lu55,,zhien2;zhien2,,,ʑilul
242,前老路,jien11lau55lu52,,zhien2;zhien2lau4;lau6,,,ʑiẽlɒlu
242,亲事,chin33zy55,,,,,tɕʰiŋzl
242,婚事,huen33zy55,,huoen1;huoen1,,,llhusz
242,媒人,me11zeen52,,gnin2,,,kkmŋiŋʔ
242,好日,hau335gni52,,rdu5;hau3gni6;zeq8;zeq8;gniq8,,指结婚日,hŋŋiʔtf
242,喜酒,shi335cieu52,,,,,itɕiɤl
242,指婚庆酒席,tsy335huen55chin55cieu55jiq54,,huoen1;huoen1zhiq8;zhiq8,,,
242,喜糖,shi335daon52,,,,,ɕidɒŋs
242,嫁资,ko33tsy33,,,,嫁妆,ʑkotstʑ
242,聘礼,phin33li33,,,,定亲后男方给女方的财礼,pʰiŋliil
242,红绿帖,won11loq5thiaq54,,thiq7,,旧时男女双方定亲时交换的喜帖,lɦuoŋloʔtʰiʔllltʰil
242,凤冠霞帧,von11kuoen11ya11,,kuoen1;kuoen5ya2;gho2;yo2;yo2,&,旧时新娘结婚时的,
242,装束,tsaon33soq5,,,,,
242,花轿,huo33jiau55,,,,,huodʑiɒ
242,新房,shin33vaon52,,,,,ɕiŋvɒŋ
243,丧事,saon33zy55,,,,,tksɒŋz
243,棺材,kuoen33dze52,,ze2,,,ttkuz
243,寿材,zeu11dze11,,ze2,,,lttzz
243,板头,paen335deu52,,,,,pæ̃dɤl
243,灵床,lin11zaon52,,,,,
243,灵堂,lin11daon52,,,,,iliŋdɒŋ
243,孝堂,hau33daon33,,fau5;shiau5,,,ihɒdɒŋ
243,坟,veen231,,,,,v
243,坟墓,veen11mu55,,mu6;mo6,,,lyvẽʔmuvl
243,寿坟,zeu11veen11,,,,,tzɤv
243,碑,pe52,,,,,p
243,墓碑,mu11pe11,,mu6;mo6,,,mupmop
243,骨灰,kueq3hue52,,kuēq7;kuoeq7;kuoq7,,,kuʔhu
243,大肚婆,da11tu11bo11,,do6tu5;du4mo2,,指孕妇,idobo
243,大肚皮,da11tu11bi11,,do6tu5;du4,,,idodbi
243,舍五娘,se335wu55gnian52,,se3;se5;se5;so3;5o3;so5ng4,,产妇舍五产母的音变,fsoŋȵiaŋltt
243,产妇娘,tshaen335vu55gnian52,,,,,tttsʰæ̃ɦuŋiaŋ
243,暗房,een33vaon33,,,,产房,lẽvɒŋt
243,头生,deu11san52,,san1;seon1,,,ʔsaŋ
243,双生,saon33san52,,san1;seon1,,,tsɒŋsaŋ
243,双胞胎,saon33pau55the52,,the1;liic1;the3,,,lsɒŋpɒtʰ
243,独子,doq1tsy55,,tsy3;tseq7,,独,doʔtst
243,风俗,fon33dzoq5,,8boz,&,,foŋzoʔ
243,乡风,shian33fon52,,,,,ɕiaŋfoŋ
243,风水,fon33sy55,,sy3;se3,,,kfoŋs
243,福礼,foq3li55,,,,敬神祈福的供品,foʔlif
243,压岁钿,aeq3se55,,,&,长辈除夕夜给晚辈的新零花钱,
243,前世,jien11sy55,,zhien2;zhien2,,佛教指轮回的上一辈子,tʑiẽslf
243,生日,san33gni55,,san1;seon1gni6;zeq8;zeq8;gniq8,,,fsaŋȵiʔ
244,阴寿,in33zeu55,,,,逝者的生日,tiŋzɤllll
244,忌日,ji11gni11,,gni6;zeq8;zeq8;gniq8,,人死后周年的日子,lldʑiȵiʔill
244,美饭,me115vaen52,,vaen2;vaen6,,给逝者上供的饭菜,
244,上坟船,zan115veen55zeen52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6zeen2;zoen2,,一家人清明上坟时坐的船,llyzɒŋllvẽzẽllltyll
244,三官素,saen33kuoen55su52,,,,农历每月各旬逢一七十和月半共十天吃,isæ̃kusflt
244,的素,tiq3su55,,,,,
244,观音素,kuoen33in55su52,,kuoen1;kuoen5,,农历每二六九月初一至十九日吃的素,kuiŋsufltlk
244,焦头信,ciau33deu55shin52,,,,旧时寄信时烧焦信封一角表示信的内容为,tiɒdɤɕiŋlltltfʑ
244,凶讯,shion33shin55,,shion1,,,
244,五服,wu115voq54,,ng4,,旧时人死后按亲戚的亲疏关系在服丧种类和时间上,llŋvoʔllllfllt
